uid,fraud,ftype,risk_score,risk_cat,email_len,email_num_ratio,email_rand,disp_email,phone_score,uniq_dev,max_acc_dev,uniq_addr,max_acc_addr,uniq_pay,max_acc_pay,promo_ratio,reg2txn_min,newuser_voucher,txn_f1m,amt_f1m,avg_amt1m,promo_f1m,voucher_f1m,txn_f2m,amt_f2m,avg_amt2m,promo_f2m,voucher_f2m,txn_f3m,amt_f3m,avg_amt3m,promo_f3m,voucher_f3m,txn_f4m,amt_f4m,avg_amt4m,promo_f4m,voucher_f4m,txn_f5m,amt_f5m,avg_amt5m,promo_f5m,voucher_f5m,txn_f6m,amt_f6m,avg_amt6m,promo_f6m,voucher_f6m,max_acc_ip,login_v1h,login_v2h,login_v3h,login_v4h,login_v5h,login_v6h,login_v12h,login_v18h,login_v24h,ref_cnt,ref_ring,degree,comp_size,cluster,shared_ent,shared_device_count,shared_address_count,shared_payment_count,shared_ip_count
USR04223,False,normal,30,Low,20,0.0,2.4464393446710155,False,0.37272727272727274,1,3,1,1,1,1,0.0,256,0,1,207000,207000,0,0,1,207000,207000,0,0,1,207000,207000,0,0,1,207000,207000,0,0,1,207000,207000,0,0,1,207000,207000,0,0,104,6,6,6,6,6,6,6,6,6,0,0.0,194,9979,195,197,2,0,0,195
USR04224,False,normal,15,Low,16,0.0,2.584962500721156,False,0.19999999999999996,1,2,1,1,1,1,0.6,1174,1,0,0,0,0,0,2,4498500,2249250,40000,2,4,5455000,1363750,60000,3,5,5758000,1151600,60000,3,5,5758000,1151600,60000,3,5,5758000,1151600,60000,3,78,0,0,0,0,0,0,0,1,1,0,0.0,94,9979,95,94,1,0,0,93
USR04225,False,normal,30,Low,22,0.0,2.9219280948873623,False,0.38,1,2,1,1,1,1,1.0,2374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14000,14000,14000,1,102,0,0,0,0,0,0,1,1,2,1,0.0,242,9979,243,243,1,0,0,242
USR04226,False,normal,15,Low,23,0.0,2.7321588913645707,False,0.40909090909090906,1,2,1,1,1,1,0.0,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1053000,1053000,0,0,85,0,0,0,0,0,0,0,1,1,1,0.0,131,9979,132,134,1,0,0,133
USR04227,True,referral_abuse,30,Low,18,0.0,2.75,False,0.34545454545454546,1,1,1,1,1,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,5,4424500,884900,20000,1,5,4424500,884900,20000,1,5,4424500,884900,20000,1,5,4424500,884900,20000,1,53,0,0,0,0,0,0,12,12,12,0,0.0,350,9979,351,360,0,0,0,360
USR04228,True,shared_device_abuse,60,Medium,19,0.2222222222222222,2.503258334775646,False,0.43999999999999995,1,5,1,1,1,1,1.0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141000,141000,50000,1,6,1531000,255166,120000,6,6,1531000,255166,120000,6,29,0,0,0,0,0,0,1,1,1,0,0.0,51,9979,52,51,4,0,0,47
USR04229,False,normal,15,Low,16,0.3333333333333333,2.584962500721156,False,0.1909090909090909,1,2,1,1,1,1,0.0,719,0,0,0,0,0,0,1,54000,54000,0,0,1,54000,54000,0,0,1,54000,54000,0,0,1,54000,54000,0,0,1,54000,54000,0,0,91,1,1,1,1,1,1,1,1,2,0,0.0,111,9979,112,111,1,0,0,110
USR04230,True,referral_abuse,30,Low,18,0.25,2.5,False,0.1909090909090909,1,1,1,1,1,1,1.0,6891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,307000,307000,50000,1,1,307000,307000,50000,1,51,0,0,0,0,0,0,1,2,2,3,0.0,227,9979,228,231,0,0,0,231
USR04231,False,normal,30,Low,22,0.0,2.918295834054489,False,0.3181818181818182,1,2,1,1,1,1,1.0,2037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,696000,696000,50000,1,1,696000,696000,50000,1,1,696000,696000,50000,1,100,0,0,0,0,0,0,1,1,2,0,0.0,161,9979,162,162,1,0,0,161
USR04232,False,normal,15,Low,26,0.45454545454545453,3.0957952550009344,True,0.2818181818181818,1,2,1,1,1,1,0.6666666666666666,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2419500,806500,30000,2,3,2419500,806500,30000,2,3,2419500,806500,30000,2,100,0,0,0,0,0,0,2,2,2,0,0.0,117,9979,118,119,1,0,0,118
USR04233,False,normal,30,Low,26,0.0,3.6644977792004623,False,0.37,1,2,1,1,1,1,1.0,649,1,1,106500,106500,50000,1,1,106500,106500,50000,1,1,106500,106500,50000,1,1,106500,106500,50000,1,1,106500,106500,50000,1,1,106500,106500,50000,1,101,5,5,5,5,5,5,5,5,5,0,0.0,127,9979,128,128,1,0,0,127
USR04234,True,referral_abuse,30,Low,24,0.0,2.8553885422075336,False,0.2545454545454545,1,1,1,1,1,1,0.25,1,1,4,3805000,951250,50000,1,4,3805000,951250,50000,1,4,3805000,951250,50000,1,4,3805000,951250,50000,1,4,3805000,951250,50000,1,4,3805000,951250,50000,1,107,0,0,0,0,0,0,0,0,15,0,0.0,259,9979,260,266,0,0,0,266
USR04235,False,normal,30,Low,19,0.2857142857142857,2.807354922057604,False,0.1909090909090909,1,2,1,1,1,1,1.0,160,1,0,0,0,0,0,1,1703500,1703500,50000,1,1,1703500,1703500,50000,1,1,1703500,1703500,50000,1,1,1703500,1703500,50000,1,1,1703500,1703500,50000,1,100,2,2,2,2,2,2,2,2,2,0,0.0,176,9979,177,180,1,0,0,179
USR04236,False,normal,15,Low,17,0.0,2.521640636343318,False,0.37272727272727274,1,2,1,1,1,1,0.0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,865000,432500,0,0,2,865000,432500,0,0,2,865000,432500,0,0,107,0,0,0,0,0,0,1,1,1,0,0.0,112,9979,113,113,1,0,0,112
USR04237,True,shared_address_abuse,30,Low,17,0.2857142857142857,2.5216406363433186,False,0.12727272727272723,1,1,1,5,1,1,0.75,11,1,4,797500,199375,70000,3,4,797500,199375,70000,3,4,797500,199375,70000,3,4,797500,199375,70000,3,4,797500,199375,70000,3,4,797500,199375,70000,3,79,0,0,0,0,0,0,0,16,16,0,0.0,478,9979,479,514,0,4,0,510
USR04238,False,normal,15,Low,18,0.3333333333333333,2.2516291673878226,False,0.37272727272727274,1,2,1,1,1,1,0.5,2262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,652500,326250,0,0,4,1444500,361125,70000,2,4,1444500,361125,70000,2,124,0,0,0,0,0,0,1,1,1,0,0.0,115,9979,116,115,1,0,0,114
USR04239,False,normal,15,Low,24,0.4166666666666667,2.792481250360578,True,0.1909090909090909,1,2,1,1,1,1,0.0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,543000,543000,0,0,1,543000,543000,0,0,97,0,0,0,0,0,0,2,2,2,0,0.0,235,9979,236,243,1,0,0,242
USR04240,True,voucher_farming,15,Low,26,0.36363636363636365,3.277613436819116,True,0.27,1,1,1,1,1,1,0.0,9214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78500,78500,0,0,1,78500,78500,0,0,1,78500,78500,0,0,93,0,0,0,0,0,0,0,0,25,0,0.0,642,9979,643,673,0,0,0,673
USR04241,False,normal,30,Low,20,0.625,3.0,True,0.16999999999999996,1,2,1,1,1,1,1.0,2291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1266000,1266000,50000,1,100,0,0,0,0,0,0,1,1,1,1,0.0,146,9979,147,147,1,0,0,146
USR04242,True,voucher_farming,25,Low,26,0.45454545454545453,3.0957952550009344,True,0.24545454545454543,1,1,1,1,1,1,0.6666666666666666,520,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,463000,463000,50000,1,9,8518500,946500,300000,6,104,0,0,0,0,0,0,0,0,25,0,0.0,524,9979,525,561,0,0,0,561
USR04243,True,referral_abuse,45,Medium,21,0.18181818181818182,3.0957952550009344,False,0.12727272727272723,1,1,1,1,1,1,1.0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1090500,218100,120000,5,97,0,0,0,0,0,0,1,2,2,3,19.5,197,9979,198,198,0,0,0,198
USR04244,True,shared_device_abuse,30,Low,18,0.3333333333333333,2.2516291673878226,False,0.2818181818181818,1,2,1,1,1,1,1.0,712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1130000,282500,100000,4,4,1130000,282500,100000,4,4,1130000,282500,100000,4,36,0,0,0,0,0,0,1,3,3,0,0.0,160,9979,161,161,1,0,0,160
USR04245,False,normal,15,Low,22,0.0,2.8553885422075336,False,0.21818181818181817,1,2,1,1,1,1,0.0,1611,0,0,0,0,0,0,0,0,0,0,0,1,246500,246500,0,0,1,246500,246500,0,0,1,246500,246500,0,0,1,246500,246500,0,0,86,0,0,0,0,0,0,0,1,1,0,0.0,159,9979,160,161,1,0,0,160
USR04246,True,shared_payment_abuse,30,Low,26,0.0,3.182005814760214,False,0.21818181818181817,1,1,1,1,1,6,0.5714285714285714,20,2,0,0,0,0,0,7,2345500,335071,70000,4,7,2345500,335071,70000,4,7,2345500,335071,70000,4,7,2345500,335071,70000,4,7,2345500,335071,70000,4,109,0,0,0,0,0,0,2,2,4,0,0.0,578,9979,579,602,0,0,5,597
USR04247,False,normal,15,Low,22,0.0,3.188721875540867,False,0.30999999999999994,2,2,1,1,1,1,0.6666666666666666,294,1,2,2714000,1357000,10000,1,3,3159500,1053166,60000,2,3,3159500,1053166,60000,2,3,3159500,1053166,60000,2,3,3159500,1053166,60000,2,3,3159500,1053166,60000,2,100,3,3,3,3,3,3,3,3,3,0,0.0,137,9979,138,138,2,0,0,136
USR04248,False,normal,15,Low,25,0.38461538461538464,3.180832987205441,True,0.2818181818181818,1,2,1,1,1,1,0.5,2573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,878000,878000,10000,1,3,1235500,411833,10000,1,4,1311000,327750,60000,2,101,0,0,0,0,0,0,1,1,2,1,0.0,257,9979,258,263,1,0,0,262
USR04249,False,normal,30,Low,24,0.0,3.4677201004745006,False,0.2545454545454545,2,2,1,1,1,1,1.0,653,1,1,457500,457500,50000,1,1,457500,457500,50000,1,1,457500,457500,50000,1,1,457500,457500,50000,1,1,457500,457500,50000,1,1,457500,457500,50000,1,91,3,3,3,3,3,3,3,3,3,0,0.0,171,9979,172,172,2,0,0,170
USR04250,False,normal,15,Low,23,0.0,3.0957952550009344,False,0.2545454545454545,1,2,1,1,1,1,0.0,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47000,47000,0,0,1,47000,47000,0,0,1,47000,47000,0,0,92,0,0,0,0,0,0,1,1,1,0,0.0,161,9979,162,162,1,0,0,161
USR04251,False,normal,30,Low,25,0.5,2.9219280948873623,True,0.1909090909090909,1,2,1,1,1,1,1.0,1783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38000,38000,38000,1,1,38000,38000,38000,1,1,38000,38000,38000,1,107,0,0,0,0,0,0,1,1,1,0,0.0,189,9979,190,191,1,0,0,190
USR04252,True,shared_device_abuse,30,Low,24,0.0,3.3248629576173574,False,0.2545454545454545,1,4,1,1,1,1,0.5,2361,1,0,0,0,0,0,0,0,0,0,0,2,204000,102000,20000,1,4,3015500,753875,70000,2,4,3015500,753875,70000,2,4,3015500,753875,70000,2,89,0,0,0,0,0,0,2,2,5,0,0.0,243,9979,244,253,3,0,0,250
USR04253,True,shared_payment_abuse,45,Medium,22,0.0,3.0220552088742,False,0.3090909090909091,1,1,1,1,1,6,0.8333333333333334,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2926000,487666,110000,5,6,2926000,487666,110000,5,107,0,0,0,0,0,0,3,4,4,0,0.0,572,9979,573,606,0,0,5,601
USR04254,True,shared_payment_abuse,30,Low,21,0.18181818181818182,2.913977073182752,False,0.37272727272727274,1,1,1,1,1,6,1.0,482,1,3,1635000,545000,70000,3,3,1635000,545000,70000,3,3,1635000,545000,70000,3,3,1635000,545000,70000,3,3,1635000,545000,70000,3,3,1635000,545000,70000,3,105,0,0,0,0,1,1,1,2,4,0,0.0,299,9979,300,307,0,0,5,302
USR04255,False,normal,15,Low,24,0.0,3.09306920777189,False,0.21818181818181817,2,2,1,1,1,1,0.5,1139,1,4,2822500,705625,29000,2,4,2822500,705625,29000,2,4,2822500,705625,29000,2,4,2822500,705625,29000,2,4,2822500,705625,29000,2,4,2822500,705625,29000,2,95,4,4,4,4,4,4,4,4,4,0,0.0,205,9979,206,205,2,0,0,203
USR04256,False,normal,30,Low,18,0.3333333333333333,2.584962500721156,False,0.24545454545454543,2,2,1,1,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,753000,376500,20000,1,2,753000,376500,20000,1,100,0,0,0,0,0,0,2,2,3,0,0.0,233,9979,234,235,2,0,0,233
USR04257,False,normal,30,Low,18,0.25,2.75,False,0.39999999999999997,2,2,1,1,1,1,1.0,2380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000,10000,10000,1,1,10000,10000,10000,1,90,0,0,0,0,0,0,1,1,1,0,0.0,148,9979,149,149,2,0,0,147
USR04258,False,normal,15,Low,20,0.2,2.9219280948873623,False,0.2818181818181818,1,2,1,1,1,1,0.0,1252,0,0,0,0,0,0,0,0,0,0,0,1,372000,372000,0,0,1,372000,372000,0,0,1,372000,372000,0,0,1,372000,372000,0,0,105,0,0,0,0,0,0,1,1,1,0,0.0,111,9979,112,111,1,0,0,110
USR04259,True,voucher_farming,40,Medium,25,0.0,2.866247897312731,False,0.1909090909090909,1,1,1,1,1,1,0.8333333333333334,145,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2381500,396916,215000,5,33,0,0,0,0,0,0,0,0,1,0,0.0,32,9979,33,32,0,0,0,32
USR04260,False,normal,45,Medium,19,0.2857142857142857,2.521640636343318,False,0.2818181818181818,1,2,1,1,1,1,1.0,21,1,1,640500,640500,50000,1,1,640500,640500,50000,1,1,640500,640500,50000,1,1,640500,640500,50000,1,1,640500,640500,50000,1,1,640500,640500,50000,1,95,9,9,9,9,9,9,9,9,9,0,0.0,195,9979,196,195,1,0,0,194
USR04261,False,normal,30,Low,26,0.45454545454545453,3.459431618637298,True,0.40909090909090906,1,2,1,1,1,1,1.0,275,1,0,0,0,0,0,0,0,0,0,0,1,133500,133500,50000,1,1,133500,133500,50000,1,1,133500,133500,50000,1,1,133500,133500,50000,1,99,0,0,0,0,0,0,1,1,1,0,0.0,169,9979,170,172,1,0,0,171
USR04262,True,shared_address_abuse,25,Low,22,0.0,2.8553885422075336,False,0.34545454545454546,1,1,1,5,1,1,0.8,605,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1989500,397900,100000,4,5,1989500,397900,100000,4,5,1989500,397900,100000,4,100,0,0,0,0,0,0,1,3,3,0,0.0,607,9979,608,648,0,4,0,644
USR04263,False,normal,15,Low,18,0.0,2.4056390622295662,False,0.21000000000000002,2,2,1,1,1,1,0.0,905,0,0,0,0,0,0,1,24500,24500,0,0,1,24500,24500,0,0,1,24500,24500,0,0,1,24500,24500,0,0,1,24500,24500,0,0,98,3,3,3,3,3,3,3,3,3,0,0.0,185,9979,186,186,2,0,0,184
USR04264,True,shared_payment_abuse,15,Low,18,0.25,3.0,False,0.34545454545454546,1,1,1,1,1,6,0.6,377,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3642500,728500,80000,3,5,3642500,728500,80000,3,50,0,1,1,1,1,1,1,1,2,0,0.0,342,9979,343,346,0,0,5,341
USR04265,False,normal,15,Low,26,0.0,3.039148671903071,False,0.2818181818181818,1,2,1,1,1,1,0.3333333333333333,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1099500,549750,10000,1,3,1429500,476500,10000,1,90,0,0,0,0,0,0,1,1,1,1,0.0,148,9979,149,149,1,0,0,148
USR04266,False,normal,30,Low,22,0.0,2.4464393446710155,False,0.1909090909090909,1,2,1,1,1,1,1.0,605,1,1,3206000,3206000,50000,1,1,3206000,3206000,50000,1,1,3206000,3206000,50000,1,1,3206000,3206000,50000,1,1,3206000,3206000,50000,1,1,3206000,3206000,50000,1,109,9,9,9,9,9,9,9,9,9,0,0.0,82,9979,83,82,1,0,0,81
USR04267,False,normal,15,Low,28,0.0,3.058813890331201,False,0.24000000000000002,1,2,1,1,1,1,0.0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,470000,470000,0,0,1,470000,470000,0,0,1,470000,470000,0,0,105,0,0,0,0,0,0,1,1,1,0,0.0,64,9979,65,64,1,0,0,63
USR04268,False,normal,30,Low,21,0.18181818181818182,3.027169118440619,False,0.2818181818181818,1,3,1,1,1,1,0.0,329,0,0,0,0,0,0,1,27000,27000,0,0,1,27000,27000,0,0,1,27000,27000,0,0,1,27000,27000,0,0,1,27000,27000,0,0,95,1,1,1,1,1,1,1,1,1,0,0.0,75,9979,76,76,2,0,0,74
USR04269,False,normal,30,Low,22,0.0,2.7219280948873625,False,0.3090909090909091,1,2,1,1,1,1,1.0,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,391500,391500,50000,1,91,0,0,0,0,0,1,1,1,1,1,0.0,147,9979,148,148,1,0,0,147
USR04270,False,normal,15,Low,21,0.0,2.7321588913645702,False,0.12727272727272723,2,2,1,1,1,1,0.0,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1151500,1151500,0,0,1,1151500,1151500,0,0,1,1151500,1151500,0,0,102,0,0,0,0,0,0,2,2,2,0,0.0,74,9979,75,74,2,0,0,72
USR04271,False,normal,45,Medium,19,0.2857142857142857,2.807354922057604,False,0.1909090909090909,1,2,1,1,1,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196000,196000,50000,1,1,196000,196000,50000,1,98,0,0,0,0,0,0,0,1,1,0,0.0,155,9979,156,156,1,0,0,155
USR04272,False,normal,45,Medium,18,0.25,2.75,False,0.2818181818181818,1,2,1,1,1,1,1.0,20,1,1,374500,374500,50000,1,1,374500,374500,50000,1,1,374500,374500,50000,1,1,374500,374500,50000,1,1,374500,374500,50000,1,1,374500,374500,50000,1,84,4,4,4,4,4,4,4,4,4,0,0.0,171,9979,172,171,1,0,0,170
USR04273,True,voucher_farming,40,Medium,27,0.4166666666666667,3.2516291673878226,True,0.3181818181818182,1,1,1,1,1,1,0.6,11,6,10,5080500,508050,282000,6,10,5080500,508050,282000,6,10,5080500,508050,282000,6,10,5080500,508050,282000,6,10,5080500,508050,282000,6,10,5080500,508050,282000,6,50,3,3,3,3,3,3,3,3,3,0,0.0,173,9979,174,177,0,0,0,177
USR04274,True,shared_payment_abuse,30,Low,22,0.0,3.188721875540867,False,0.24545454545454543,1,1,1,1,1,6,0.75,21,1,0,0,0,0,0,8,3050500,381312,110000,6,8,3050500,381312,110000,6,8,3050500,381312,110000,6,8,3050500,381312,110000,6,8,3050500,381312,110000,6,105,0,0,0,0,0,0,28,28,28,0,0.0,473,9979,474,490,0,0,5,485
USR04275,False,normal,15,Low,17,0.0,2.807354922057604,False,0.2818181818181818,1,2,1,1,1,1,0.0,865,0,1,25000,25000,0,0,1,25000,25000,0,0,1,25000,25000,0,0,1,25000,25000,0,0,1,25000,25000,0,0,1,25000,25000,0,0,116,4,4,4,4,4,4,4,4,4,0,0.0,134,9979,135,134,1,0,0,133
USR04276,False,normal,30,Low,18,0.625,3.0,False,0.37272727272727274,2,2,1,1,1,1,1.0,1070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236000,236000,50000,1,1,236000,236000,50000,1,1,236000,236000,50000,1,103,0,0,0,0,0,0,1,1,1,0,0.0,163,9979,164,164,2,0,0,162
USR04277,False,normal,15,Low,25,0.4166666666666667,3.2516291673878226,True,0.39999999999999997,2,2,1,1,1,1,0.0,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11000,11000,0,0,1,11000,11000,0,0,100,0,0,0,0,0,0,1,1,1,0,0.0,283,9979,284,290,2,0,0,288
USR04278,False,normal,30,Low,17,0.2857142857142857,2.807354922057604,False,0.49090909090909085,1,2,1,1,1,1,1.0,1445,1,0,0,0,0,0,0,0,0,0,0,2,555500,277750,60000,2,2,555500,277750,60000,2,2,555500,277750,60000,2,2,555500,277750,60000,2,97,0,0,0,0,0,0,2,2,2,0,0.0,232,9979,233,235,1,0,0,234
USR04279,False,normal,15,Low,18,0.0,2.75,False,0.2818181818181818,1,2,1,1,1,1,0.4,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1421000,710500,10000,1,3,1568500,522833,30000,2,5,5549500,1109900,30000,2,99,0,0,0,0,0,0,0,1,2,1,0.0,102,9979,103,102,1,0,0,101
USR04280,False,normal,15,Low,23,0.0,2.8150724101159437,False,0.3181818181818182,1,2,1,1,1,1,0.5,887,0,2,1154500,577250,20000,1,2,1154500,577250,20000,1,2,1154500,577250,20000,1,2,1154500,577250,20000,1,2,1154500,577250,20000,1,2,1154500,577250,20000,1,101,3,3,3,3,3,3,3,3,3,0,0.0,84,9979,85,84,1,0,0,83
USR04281,True,shared_address_abuse,30,Low,25,0.0,2.422579761842491,False,0.12727272727272723,1,1,1,5,1,1,0.75,18,1,8,5454500,681812,120000,6,8,5454500,681812,120000,6,8,5454500,681812,120000,6,8,5454500,681812,120000,6,8,5454500,681812,120000,6,8,5454500,681812,120000,6,105,0,0,0,0,0,0,0,20,20,0,0.0,500,9979,501,530,0,4,0,526
USR04282,False,normal,30,Low,23,0.0,3.0269868333592873,False,0.2545454545454545,2,2,1,1,1,1,0.75,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,248500,124250,40000,2,4,1530500,382625,50000,3,4,1530500,382625,50000,3,91,0,0,0,0,0,0,1,1,2,0,0.0,128,9979,129,128,2,0,0,126
USR04283,False,normal,15,Low,21,0.0,2.94770277922009,False,0.2818181818181818,1,2,1,1,1,1,0.5,228,1,0,0,0,0,0,1,333000,333000,0,0,2,516500,258250,50000,1,2,516500,258250,50000,1,2,516500,258250,50000,1,2,516500,258250,50000,1,108,0,0,0,0,0,0,1,1,1,0,0.0,148,9979,149,150,1,0,0,149
USR04284,False,normal,15,Low,18,0.0,2.1556390622295662,False,0.38,1,2,1,1,1,1,0.0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94500,94500,0,0,100,0,0,0,0,0,0,1,1,1,1,0.0,140,9979,141,141,1,0,0,140
USR04285,True,shared_payment_abuse,45,Medium,23,0.0,2.873140679513133,False,0.5272727272727272,1,1,1,1,1,6,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,158000,52666,88000,3,3,158000,52666,88000,3,3,158000,52666,88000,3,75,0,0,0,0,0,0,1,2,2,0,0.0,162,9979,163,167,0,0,5,162
USR04286,False,normal,30,Low,18,0.0,2.75,False,0.3090909090909091,1,2,1,1,1,1,1.0,315,1,1,87000,87000,50000,1,1,87000,87000,50000,1,1,87000,87000,50000,1,1,87000,87000,50000,1,1,87000,87000,50000,1,1,87000,87000,50000,1,91,9,9,9,9,9,9,9,9,9,0,0.0,50,9979,51,50,1,0,0,49
USR04287,False,normal,15,Low,18,0.0,2.4056390622295662,False,0.34545454545454546,1,2,1,1,1,1,0.0,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2392500,2392500,0,0,103,0,0,0,0,0,0,1,2,3,1,0.0,145,9979,146,145,1,0,0,144
USR04288,False,normal,30,Low,25,0.0,3.106890595608519,False,0.34545454545454546,2,2,1,1,1,1,0.6,27,2,1,50000,50000,20000,1,3,1176000,392000,20000,1,5,1465500,293100,41500,3,5,1465500,293100,41500,3,5,1465500,293100,41500,3,5,1465500,293100,41500,3,102,0,0,0,0,0,0,1,1,2,0,0.0,201,9979,202,207,2,0,0,205
USR04289,False,normal,15,Low,22,0.4166666666666667,3.2516291673878226,False,0.2545454545454545,1,2,1,1,1,1,0.0,69,0,0,0,0,0,0,1,420000,420000,0,0,4,2620500,655125,0,0,4,2620500,655125,0,0,4,2620500,655125,0,0,4,2620500,655125,0,0,93,0,0,0,0,0,0,1,1,1,0,0.0,184,9979,185,184,1,0,0,183
USR04290,False,normal,15,Low,23,0.0,3.0269868333592873,False,0.2818181818181818,2,2,1,1,1,1,0.0,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,603500,603500,0,0,1,603500,603500,0,0,98,0,0,0,0,0,1,1,1,1,0,0.0,82,9979,83,82,2,0,0,80
USR04291,True,shared_device_abuse,30,Low,25,0.0,3.3927474104487847,False,0.12727272727272723,1,2,1,1,1,1,0.75,5,2,1,28500,28500,28500,1,4,265000,66250,58500,3,4,265000,66250,58500,3,4,265000,66250,58500,3,4,265000,66250,58500,3,4,265000,66250,58500,3,92,0,0,0,0,0,0,1,2,3,0,0.0,267,9979,268,272,1,0,0,271
USR04292,False,normal,15,Low,19,0.2222222222222222,2.94770277922009,False,0.3090909090909091,1,2,1,1,1,1,0.0,2265,0,0,0,0,0,0,0,0,0,0,0,1,2274500,2274500,0,0,1,2274500,2274500,0,0,1,2274500,2274500,0,0,1,2274500,2274500,0,0,103,0,0,0,0,0,0,1,1,2,0,0.0,128,9979,129,130,1,0,0,129
USR04293,False,normal,15,Low,16,0.3333333333333333,2.584962500721156,False,0.2818181818181818,1,2,1,1,1,1,0.5,2280,1,0,0,0,0,0,1,41000,41000,0,0,2,2235500,1117750,50000,1,2,2235500,1117750,50000,1,2,2235500,1117750,50000,1,2,2235500,1117750,50000,1,78,0,0,0,0,0,0,1,1,1,0,0.0,210,9979,211,214,1,0,0,213
USR04294,False,normal,15,Low,19,0.2857142857142857,2.5216406363433186,False,0.21818181818181817,2,2,1,1,1,1,0.5,1131,1,2,2551500,1275750,50000,1,2,2551500,1275750,50000,1,2,2551500,1275750,50000,1,2,2551500,1275750,50000,1,2,2551500,1275750,50000,1,2,2551500,1275750,50000,1,107,8,8,8,8,8,8,8,8,8,0,0.0,205,9979,206,207,2,0,0,205
USR04295,False,normal,45,Medium,28,0.0,2.8218881955261783,False,0.39999999999999997,2,3,1,1,1,1,1.0,710,1,0,0,0,0,0,0,0,0,0,0,1,454000,454000,50000,1,1,454000,454000,50000,1,1,454000,454000,50000,1,1,454000,454000,50000,1,100,0,0,0,0,0,0,1,1,1,0,0.0,169,9979,170,173,3,0,0,170
USR04296,False,normal,15,Low,27,0.0,3.381580488309164,False,0.24545454545454543,1,2,1,1,1,1,0.6,1542,1,5,5888000,1177600,80000,3,5,5888000,1177600,80000,3,5,5888000,1177600,80000,3,5,5888000,1177600,80000,3,5,5888000,1177600,80000,3,5,5888000,1177600,80000,3,98,3,3,3,3,3,3,3,3,3,0,0.0,113,9979,114,113,1,0,0,112
USR04297,False,normal,30,Low,23,0.0,2.71929452566698,False,0.2545454545454545,2,2,1,1,1,1,1.0,440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,584500,584500,50000,1,105,0,0,0,0,0,0,1,1,2,1,0.0,122,9979,123,122,2,0,0,120
